Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season
Cody Cropper,HOU,GK,1,1,90,2,2,0,0.0,0/0,1,0,0,1,100.0,100.0,2016,reg
Eirik Johansen,NYC,GK,1,1,90,6,5,1,1.0,0/0,1,0,0,0,100.0,83.3,2016,reg
Paolo Tornaghi,VAN,GK,1,1,90,6,6,0,0.0,0/0,0,0,1,1,0.0,100.0,2016,reg
Andrew Dykstra,DC ,GK,1,1,90,7,3,4,4.0,1/1,0,1,0,0,0.0,42.9,2016,reg
Chris Konopka,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Tally Hall,DC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Kyle Reynish,NY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Bryan Meredith,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Ryan Meara,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Quillan Roberts,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Lalo Fernandez,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Jon Kempin,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Zack Steffen,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Charlie Horton,DC ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Ryan Herman,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Marco Carducci,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
John Berner,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Earl Edwards Jr.,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Maxime Crepeau,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Chris Froschauer,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Matt Pacifici,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Matt Turner,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Charlie Lyon,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Calle Brown,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Wade Hamilton,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,reg
Luis Robles,MIA,GK,34,34,3060,149,99,47,1.38,8/9,14,12,8,10,41.2,66.4,2017,reg
Zack Steffen,CLB,GK,34,34,3060,150,98,49,1.44,4/7,16,12,6,9,47.1,65.3,2017,reg
Bobby Shuttleworth,CHI,GK,33,32,2838,174,116,60,1.88,6/8,10,16,5,5,30.3,66.7,2017,reg
Stefan Frei,SEA,GK,33,33,2970,121,84,36,1.09,5/6,13,9,11,13,39.4,69.4,2017,reg
Joe Bendik,PHI,GK,33,33,2970,173,118,52,1.58,4/5,10,14,9,7,30.3,68.2,2017,reg
Sean Johnson,NYC,GK,32,32,2880,137,96,39,1.22,3/4,15,8,9,7,46.9,70.1,2017,reg
Tim Melia,SKC,GK,31,31,2759,116,91,24,0.77,2/5,12,7,11,10,38.7,78.4,2017,reg
Evan Bush,MTL,GK,31,31,2790,136,84,50,1.61,3/3,11,14,6,5,35.5,61.8,2017,reg
Alex Bono,TOR,GK,29,28,2570,104,72,32,1.14,3/5,19,4,6,10,65.5,69.2,2017,reg
Jesse Gonzalez,DAL,GK,29,29,2610,118,75,40,1.38,1/1,8,8,13,9,27.6,63.6,2017,reg
David Ousted,VAN,GK,28,28,2453,132,90,39,1.39,4/4,13,8,6,6,46.4,68.2,2017,reg
Nick Rimando,RSL,GK,28,28,2488,110,73,33,1.18,1/3,13,10,5,8,46.4,66.4,2017,reg
Cody Cropper,HOU,GK,28,28,2520,124,71,50,1.79,4/4,10,14,4,8,35.7,57.3,2017,reg
Tyler Deric,HOU,GK,26,26,2340,109,76,31,1.19,2/2,10,6,10,6,38.5,69.7,2017,reg
Andre Blake,PHI,GK,26,26,2340,125,88,34,1.31,4/5,9,10,7,9,34.6,70.4,2017,reg
Tim Howard,COL,GK,25,25,2250,126,84,39,1.56,5/6,7,14,4,5,28.0,66.7,2017,reg
Bill Hamid,DC,GK,24,24,2160,132,98,35,1.46,3/4,8,12,4,6,33.3,74.2,2017,reg
Matt Lampson,CLB,GK,24,24,2160,91,58,31,1.29,3/3,12,7,5,8,50.0,63.7,2017,reg
David Bingham,LA,GK,23,23,2070,94,58,35,1.52,2/2,9,9,5,7,39.1,61.7,2017,reg
Jake Gleeson,POR,GK,21,21,1818,83,52,30,1.43,3/3,8,6,6,3,38.1,62.7,2017,reg
Alec Kann,ATL,GK,18,18,1620,83,56,25,1.39,4/4,8,7,3,4,44.4,67.5,2017,reg
Clement Diop,MTL,GK,15,15,1331,89,54,31,2.07,1/1,4,8,3,2,26.7,60.7,2017,reg
Brian Rowe ,ORL,GK,14,12,1157,60,35,23,1.92,2/2,3,6,4,2,21.4,58.3,2017,reg
Jeff Attinella,POR,GK,14,13,1242,64,45,20,1.54,0/1,7,5,2,4,50.0,70.3,2017,reg
Brad Guzan,ATL,GK,14,14,1260,47,38,10,0.71,1/1,6,1,7,8,42.9,80.9,2017,reg
Andrew Tarbell,CLB,GK,11,11,990,65,40,25,2.27,0/1,4,5,2,2,36.4,61.5,2017,reg
Zac MacMath,RSL,GK,9,9,810,40,27,12,1.33,2/2,2,5,2,1,22.2,67.5,2017,reg
Joe Willis,NSH,GK,8,8,720,31,17,14,1.75,1/1,3,4,1,2,37.5,54.8,2017,reg
Jorge Rodrigo Bava,CHI,GK,8,8,720,31,20,12,1.5,0/0,3,3,2,3,37.5,64.5,2017,reg
John McCarthy,MIA,GK,8,8,720,49,34,13,1.63,2/2,2,4,2,1,25.0,69.4,2017,reg
Jon Kempin,CLB,GK,7,7,570,40,27,13,1.86,0/2,1,4,1,2,14.3,67.5,2017,reg
Matt Van Oekel,RSL,GK,7,6,572,47,25,22,3.67,1/1,0,5,1,1,0.0,53.2,2017,reg
Clint Irwin,COL,GK,6,6,490,18,13,5,0.83,0/1,1,1,3,2,16.7,72.2,2017,reg
Brad Knighton,NE,GK,6,6,540,31,20,11,1.83,1/1,3,1,2,1,50.0,64.5,2017,reg
Chris Seitz,DC,GK,5,5,450,20,12,8,1.6,2/3,3,2,0,0,60.0,60.0,2017,reg
Stefan Marinovic,VAN,GK,5,5,450,27,21,5,1.0,0/1,2,2,1,1,40.0,77.8,2017,reg
Steve Clark,POR,GK,5,5,450,27,13,11,2.2,2/3,1,3,1,1,20.0,48.1,2017,reg
Travis Worra,DC,GK,5,5,450,26,11,14,2.8,0/0,0,5,0,0,0.0,42.3,2017,reg
Andrew Dykstra,KC ,GK,4,3,301,14,10,5,1.67,0/0,0,2,2,1,0.0,71.4,2017,reg
John Alvbage,MIN,GK,3,2,222,15,5,10,5.0,1/1,0,2,1,0,0.0,33.3,2017,reg
Maxime Crepeau,VAN,GK,3,3,270,19,10,8,2.67,1/2,0,3,0,0,0.0,52.6,2017,reg
Kyle Reynish,ATL,GK,2,2,150,5,2,3,1.5,0/0,1,0,0,0,50.0,40.0,2017,reg
Richard Sanchez,SKC,GK,2,2,180,15,11,4,2.0,0/0,1,1,0,0,50.0,73.3,2017,reg
Eirik Johansen,NYC,GK,2,2,180,7,3,4,2.0,0/0,1,1,0,0,50.0,42.9,2017,reg
Alexander Tambakis,ATL,GK,1,0,28,3,1,2,2.0,0/0,0,1,0,0,0.0,33.3,2017,reg
Paolo Tornaghi,VAN,GK,1,0,65,7,4,3,3.0,0/0,0,1,0,0,0.0,57.1,2017,reg
Earl Edwards Jr.,DC,GK,1,1,90,7,1,6,6.0,0/0,0,1,0,0,0.0,14.3,2017,reg
Spencer Richey,CIN,GK,1,1,90,3,1,2,2.0,0/0,0,1,0,0,0.0,33.3,2017,reg
Tyler Miller,MIN,GK,1,1,90,8,5,3,3.0,0/0,1,0,0,0,100.0,62.5,2017,reg
Matt Bersano,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
John Berner,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Calle Brown,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Jacob Lissek,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Adrian Zendejas,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Connor Sparrow,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Matt Turner,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Eduardo Cortes,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Evan Louro,NYR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Eric Klenofsky,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Stefan Cleveland,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Logan Ketterer,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Alex Kapp,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Cody Mizell,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Brad Stuver,NYC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Lalo Fernandez,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Patrick McLain,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Mark Pais,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Kendall McIntosh,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Josh Saunders,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Eric Kronberg,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Bryan Meredith,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Ryan Meara,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Jimmy Maurer,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,reg
Tim Melia,SKC,GK,34,34,3060,148,106,40,1.18,5/8,18,8,8,13,52.9,71.6,2018,reg
David Bingham,LA,GK,34,34,3060,186,121,64,1.88,6/8,13,12,9,8,38.2,65.1,2018,reg
Evan Bush,MTL,GK,34,34,3060,184,132,53,1.56,6/8,14,16,4,10,41.2,71.7,2018,reg
Tim Howard,COL,GK,33,33,2900,179,119,58,1.76,3/3,8,17,7,6,24.2,66.5,2018,reg
Brad Guzan,ATL,GK,33,33,2914,123,81,41,1.24,6/7,20,6,6,8,60.6,65.9,2018,reg
Nick Rimando,RSL,GK,33,33,2925,165,103,57,1.73,5/7,13,13,7,7,39.4,62.4,2018,reg
Stefan Frei,SEA,GK,33,33,2970,150,114,34,1.03,2/2,18,10,5,7,54.5,76.0,2018,reg
Andre Blake,PHI,GK,33,33,2970,170,118,50,1.52,8/8,14,14,5,10,42.4,69.4,2018,reg
Tyler Miller,MIN,GK,33,33,2970,169,114,50,1.52,5/7,16,8,9,10,48.5,67.5,2018,reg
Sean Johnson,NYC,GK,32,32,2880,141,100,41,1.28,1/3,15,10,7,10,46.9,70.9,2018,reg
Luis Robles,MIA,GK,31,31,2790,115,84,30,0.97,2/3,21,6,4,14,67.7,73.0,2018,reg
Andrew Tarbell,CLB,GK,29,29,2610,152,87,60,2.07,1/2,4,17,8,1,13.8,57.2,2018,reg
Zack Steffen,CLB,GK,29,29,2610,103,66,37,1.28,4/4,12,10,7,10,41.4,64.1,2018,reg
Alex Bono,TOR,GK,27,27,2430,137,90,45,1.67,5/6,9,12,6,3,33.3,65.7,2018,reg
Matt Turner,NE,GK,27,27,2430,126,83,42,1.56,3/4,8,10,9,5,29.6,65.9,2018,reg
Joe Willis,NSH,GK,26,26,2340,124,82,42,1.62,5/7,9,11,6,4,34.6,66.1,2018,reg
Richard Sanchez,SKC,GK,25,24,2207,128,79,47,1.96,4/4,6,13,6,3,24.0,61.7,2018,reg
Joe Bendik,PHI,GK,25,24,2218,142,84,58,2.42,5/6,6,17,2,1,24.0,59.2,2018,reg
Bobby Shuttleworth,CHI,GK,25,25,2250,155,103,51,2.04,4/4,9,13,3,2,36.0,66.5,2018,reg
Stefan Marinovic,VAN,GK,24,24,2160,112,65,45,1.88,7/9,10,10,4,2,41.7,58.0,2018,reg
Jeff Attinella,POR,GK,22,22,1944,85,64,23,1.05,1/1,10,5,5,7,45.5,75.3,2018,reg
Jesse Gonzalez,DAL,GK,21,21,1890,92,63,28,1.33,3/5,11,7,3,6,52.4,68.5,2018,reg
David Ousted,DC,GK,17,17,1530,81,48,32,1.88,1/2,4,7,6,0,23.5,59.3,2018,reg
Bill Hamid,DC,GK,14,14,1260,63,51,12,0.86,0/0,9,2,3,5,64.3,81.0,2018,reg
Jimmy Maurer,DAL,GK,13,13,1170,47,32,16,1.23,2/2,5,2,6,4,38.5,68.1,2018,reg
Steve Clark,POR,GK,11,9,846,61,44,17,1.89,0/0,5,4,2,3,45.5,72.1,2018,reg
Brian Rowe ,ORL,GK,10,10,900,50,29,22,2.2,2/2,3,3,4,0,30.0,58.0,2018,reg
Matt Lampson,CLB,GK,9,9,810,54,31,20,2.22,1/1,2,7,0,0,22.2,57.4,2018,reg
Brad Knighton,NE,GK,7,7,630,46,33,13,1.86,1/1,2,3,2,2,28.6,71.7,2018,reg
Clint Irwin,COL,GK,7,7,630,47,27,19,2.71,1/1,1,6,0,0,14.3,57.4,2018,reg
Chris Seitz,DC,GK,6,6,540,23,14,9,1.5,1/2,1,3,2,1,16.7,60.9,2018,reg
Jake Gleeson,POR,GK,6,6,540,29,15,14,2.33,1/1,1,3,2,0,16.7,51.7,2018,reg
Earl Edwards Jr.,DC,GK,5,5,392,26,15,10,2.0,0/0,1,2,1,0,20.0,57.7,2018,reg
Patrick McLain,CHI,GK,5,5,403,20,13,6,1.2,1/1,1,2,1,1,20.0,65.0,2018,reg
JT Marcinkowski,SJ,GK,5,5,450,32,20,11,2.2,1/1,0,4,1,1,0.0,62.5,2018,reg
Adam Grinwis,ORL,GK,5,5,450,20,14,6,1.2,0/1,1,3,1,1,20.0,70.0,2018,reg
Jon Kempin,CLB,GK,5,5,450,18,10,8,1.6,1/1,2,1,2,0,40.0,55.6,2018,reg
Stefan Cleveland,SEA,GK,5,5,450,33,25,8,1.6,1/1,1,3,1,0,20.0,75.8,2018,reg
Ryan Meara,RBNY,GK,3,3,270,16,12,3,1.0,0/1,1,1,1,1,33.3,75.0,2018,reg
Andrew Putna,RSL,GK,2,1,135,7,6,1,1.0,0/0,1,0,0,0,50.0,85.7,2018,reg
Zac MacMath,RSL,GK,2,1,158,16,9,5,5.0,2/2,0,2,0,0,0.0,56.3,2018,reg
Tyler Deric,HOU,GK,2,2,180,14,7,7,3.5,1/1,0,2,0,0,0.0,50.0,2018,reg
Brad Stuver,NYC,GK,2,2,180,9,5,4,2.0,0/0,1,0,1,0,50.0,55.6,2018,reg
Paul Christensen,ATL,GK,1,0,53,3,1,2,2.0,0/0,0,1,0,0,0.0,33.3,2018,reg
Alec Kann,ATL,GK,1,1,90,6,5,1,1.0,0/0,1,0,0,0,100.0,83.3,2018,reg
John McCarthy,MIA,GK,1,1,90,6,6,0,0.0,0/0,1,0,0,1,100.0,100.0,2018,reg
Luis Lopez,LFC,GK,1,1,90,5,3,2,2.0,1/1,0,1,0,0,0.0,60.0,2018,reg
Bryan Meredith,VAN,GK,1,1,90,6,3,3,3.0,0/0,0,1,0,0,0.0,50.0,2018,reg
Sean Melvin,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Quillan Roberts,LFC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Brian Sylvestre,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Cody Cropper,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Clement Diop,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Alex Horwath,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Andrew Dykstra,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Caleb Patterson-Sewell,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Jake McGuire,PHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Matt Bersano,SJ,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Kendall McIntosh,RBNY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Mitch Hildebrandt,ATL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Kyle Zobeck,DAL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Zac Lubin,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Evan Louro,NY,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Justin Vom Steeg,LA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
James Pantemis,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Andre Rawls,COL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Calle Brown,SEA,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Adrian Zendejas,NSH,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Mason Stajduhar,ORL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Connor Sparrow,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Travis Worra,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Charlie Lyon,LFC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Jeff Caldwell,NE,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Michael Nelson,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Jason Beaulieu,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Logan Ketterer,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Alex Kapp,MIN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Eric Dick,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Ben Lundgaard,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,reg
Vito Mannone,MIN,GK,34,34,3060,175,129,43,1.26,3/4,15,11,8,11,44.1,73.7,2019,reg
Brad Guzan,ATL,GK,34,34,3060,135,91,43,1.26,3/5,18,12,4,14,52.9,67.4,2019,reg
Daniel Vega,SJ,GK,34,34,3060,164,108,55,1.62,4/7,13,16,5,7,38.2,65.9,2019,reg
Stefan Frei,SEA,GK,34,34,3060,165,116,49,1.44,5/5,16,10,8,10,47.1,70.3,2019,reg
Bill Hamid,DC,GK,33,33,2970,168,126,37,1.12,1/5,12,10,11,14,36.4,75.0,2019,reg
Luis Robles,MIA,GK,33,33,2970,138,88,50,1.52,6/7,13,14,6,9,39.4,63.8,2019,reg
David Bingham,LA,GK,33,33,2970,195,141,55,1.67,6/8,16,14,3,8,48.5,72.3,2019,reg
Tim Melia,SKC,GK,32,32,2880,173,111,60,1.88,1/4,10,15,7,6,31.3,64.2,2019,reg
Evan Bush,MTL,GK,32,32,2880,144,84,59,1.84,6/7,11,17,4,7,34.4,58.3,2019,reg
Brian Rowe ,ORL,GK,32,32,2880,160,110,49,1.53,1/1,9,14,9,7,28.1,68.8,2019,reg
Jesse Gonzalez,DAL,GK,32,32,2880,128,84,42,1.31,5/7,13,11,8,8,40.6,65.6,2019,reg
Sean Johnson,NYC,GK,29,29,2610,116,78,36,1.24,8/10,14,5,10,7,48.3,67.2,2019,reg
Nick Rimando,RSL,GK,29,29,2610,113,75,35,1.21,3/4,14,11,4,10,48.3,66.4,2019,reg
Quentin Westberg,TOR,GK,28,28,2505,115,75,41,1.46,7/10,9,9,9,4,32.1,65.2,2019,reg
Tyler Miller,MIN,GK,28,28,2520,103,72,28,1.0,2/2,18,2,8,9,64.3,69.9,2019,reg
Joe Willis,NSH,GK,27,27,2430,133,88,44,1.63,7/7,10,13,4,3,37.0,66.2,2019,reg
Andre Blake,PHI,GK,26,26,2304,103,59,41,1.58,3/4,11,10,5,3,42.3,57.3,2019,reg
Maxime Crepeau,VAN,GK,26,26,2340,159,114,46,1.77,7/7,7,13,6,5,26.9,71.7,2019,reg
Tim Howard,COL,GK,25,25,2159,117,73,46,1.84,5/6,8,12,4,5,32.0,62.4,2019,reg
Steve Clark,POR,GK,24,24,2160,109,84,25,1.04,3/4,13,6,5,6,54.2,77.1,2019,reg
Matt Turner,NE,GK,20,20,1766,116,87,27,1.35,1/1,8,4,7,5,40.0,75.0,2019,reg
Kenneth Kronholm,CHI,GK,20,20,1800,87,58,27,1.35,3/3,6,6,8,5,30.0,66.7,2019,reg
Spencer Richey,CIN,GK,19,19,1710,106,61,45,2.37,2/5,5,12,2,2,26.3,57.5,2019,reg
Przemyslaw Tyton,CIN,GK,15,15,1350,62,32,30,2.0,1/2,1,10,4,3,6.7,51.6,2019,reg
David Ousted,CHI,GK,14,14,1260,56,34,20,1.43,1/2,4,6,4,4,28.6,60.7,2019,reg
Zack Steffen,CLB,GK,13,13,1170,56,39,17,1.31,1/2,5,6,2,4,38.5,69.6,2019,reg
Eloy Room,CLB,GK,12,12,1080,47,33,14,1.17,2/2,5,2,5,1,41.7,70.2,2019,reg
Clint Irwin,COL,GK,11,9,901,58,42,17,1.89,2/3,4,4,2,1,36.4,72.4,2019,reg
Jeff Attinella,POR,GK,10,10,900,64,40,24,2.4,3/3,1,7,2,0,10.0,62.5,2019,reg
Brad Knighton,NE,GK,8,7,662,29,16,13,1.86,1/1,1,3,4,0,12.5,55.2,2019,reg
Zac MacMath,RSL,GK,8,8,720,52,37,13,1.63,1/1,1,3,4,0,12.5,71.2,2019,reg
Alex Bono,TOR,GK,7,6,555,28,16,11,1.83,3/3,4,1,2,1,57.1,57.1,2019,reg
Cody Cropper,HOU,GK,7,7,630,49,29,17,2.43,2/2,2,4,1,1,28.6,59.2,2019,reg
Tyler Deric,HOU,GK,7,7,630,36,19,15,2.14,0/0,2,5,0,0,28.6,52.8,2019,reg
Matt Freese,PHI,GK,6,5,437,23,13,7,1.4,2/2,1,1,2,0,16.7,56.5,2019,reg
Joe Bendik,PHI,GK,6,6,540,27,14,12,2.0,1/1,0,5,1,0,0.0,51.9,2019,reg
Pablo Sisniega,LAFC,GK,6,6,540,26,17,9,1.5,0/1,3,2,1,0,50.0,65.4,2019,reg
Andrew Putna,RSL,GK,5,5,450,19,12,6,1.2,0/1,2,2,1,2,40.0,63.2,2019,reg
Brad Stuver,NYC,GK,5,5,450,14,10,6,1.2,0/0,4,1,0,1,80.0,71.4,2019,reg
Carlos Miguel Coronel,PHI,GK,4,3,319,11,9,2,0.67,0/0,4,0,0,1,100.0,81.8,2019,reg
Jon Kempin,CLB,GK,3,3,270,8,4,4,1.33,0/0,0,3,0,0,0.0,50.0,2019,reg
Jimmy Maurer,DAL,GK,2,2,180,12,8,4,2.0,0/1,0,1,1,0,0.0,66.7,2019,reg
Clement Diop,MTL,GK,2,2,180,7,6,1,0.5,0/0,1,0,1,1,50.0,85.7,2019,reg
Greg Ranjitsingh,MIN,GK,2,2,180,7,4,3,1.5,0/0,0,1,1,0,0.0,57.1,2019,reg
Adrian Zendejas,NSH,GK,1,1,90,4,3,1,1.0,1/1,0,0,1,0,0.0,75.0,2019,reg
Eric Dick,SKC,GK,1,1,90,9,3,6,6.0,0/0,0,1,0,0,0.0,33.3,2019,reg
Matt Lampson,CLB,GK,1,1,90,7,3,4,4.0,0/0,0,1,0,0,0.0,42.9,2019,reg
Ryan Meara,RBNY,GK,1,1,90,5,4,1,1.0,0/0,1,0,0,0,100.0,80.0,2019,reg
Chris Seitz,DC,GK,1,1,90,3,2,1,1.0,1/1,1,0,0,0,100.0,66.7,2019,reg
Bobby Shuttleworth,CHI,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Caleb Patterson-Sewell,TOR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Bryan Meredith,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Earl Edwards Jr.,DC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Aljaz Ivacic,POR,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Sean Melvin,VAN,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Richard Sanchez,SKC,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Alex Horwath,RSL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Ben Lundgaard,CLB,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Michael Nelson,HOU,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
Jason Beaulieu,MTL,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2019,reg
